first_name,last_name,DOB,state,profit
Etan,Prinett,1970-01-21,NSW,549.6502371958168
Delly,Sunman,1959-04-11,VIC,549.6431850921878
Dexter,Shutle,1959-01-05,QLD,549.6227165595266
Killian,Nettles,1980-09-01,VIC,549.6145521968876
Lucilia,Minshall,1952-04-15,NSW,549.6060700149819
Sherilyn,Canero,1996-08-03,NSW,549.5722355018393
Myrtie,Ostrich,1996-06-18,NSW,549.5583864888279
Kellen,Pawelski,1945-07-26,NSW,549.5445238312113
Osbourn,Gherardini,1987-05-01,NSW,549.5309296024126
Israel,Brough,1976-10-29,NSW,549.4867853283935
Anson,Dearnaly,1997-06-29,NSW,549.4481388029762
Ferdinand,Romanetti,1959-10-07,NSW,549.434615650965
Anthony,Morison,1938-06-08,NSW,549.4309730341101
Padriac,Collacombe,1967-04-07,NSW,549.349888915721
Glenda,Eliet,1974-06-17,VIC,549.3245815010456
Dmitri,Viant,,VIC,549.3100971340822
Fey,,1957-09-04,VIC,549.2909509351625
Inglebert,Butland,1966-01-30,NSW,549.2709892193801
Ardelis,Forrester,1974-08-28,VIC,549.2682234616391
Rosene,Beckey,1974-05-21,NSW,549.2467179968307
Viki,Coutts,1952-12-14,NSW,549.241730647621
Ted,Izacenko,1959-08-01,VIC,549.236844257268
Austine,Speedy,1940-05-23,NSW,549.2177548990817
Demetria,Bausor,1961-12-22,NSW,549.1995464488534
Hanny,Treven,1991-01-22,QLD,549.198510779156
Teodor,Mullinder,1962-08-26,VIC,549.162785349856
Julietta,Setchfield,1992-01-31,QLD,549.1526858118239
Bessy,Saladin,1939-12-22,QLD,549.0623979904539
Corinna,Suggey,1966-09-18,NSW,549.059426247997
Lucine,Stutt,1979-01-28,QLD,549.0588756912342
Miran,Runchman,1975-07-09,QLD,549.0488947386033
Clari,Voas,1955-07-28,NSW,549.0154581154453
Vincent,Jopke,1972-03-10,VIC,548.9916467867306
Cecil,Gant,1976-07-16,NSW,548.9705035145945
Dorolice,Osmon,1961-01-15,VIC,548.9496834633215
Norina,Blakeway,1980-02-11,VIC,548.9437272901606
Shanon,Rolfe,1941-08-19,NSW,548.930939284272
Brook,Eade,1957-11-17,NSW,548.9281323808299
Briano,Janowski,1994-07-17,NSW,548.8552906059844
Linette,Boman,1949-05-20,NSW,548.829862272423
Worthington,Cohane,1991-01-23,NSW,548.8132219191825
Ferdy,Hornung,1974-05-14,QLD,548.7816548482817
Rhona,De Freyne,1960-11-22,VIC,548.6958933153335
Farlie,Petford,1968-03-25,NSW,548.6598967508045
Wyn,Saynor,1964-06-22,NSW,548.645693624469
Blinnie,Roze,1960-12-10,QLD,548.6340128213118
Corinna,Beretta,1996-02-29,VIC,548.6308130930732
Pauline,Dallosso,,NSW,548.6107496711711
Loria,Tappington,1955-09-06,VIC,548.602571671168
Rickert,Brasted,1959-09-18,NSW,548.5852583197039
Esme,Pilipets,1967-05-06,VIC,548.5246868545662
Sheilakathryn,Huff,1958-05-15,NSW,548.5104378930187
Conway,Juarez,1967-03-02,QLD,548.5026446214998
Loise,Iltchev,1967-03-18,QLD,548.450818504271
Franciska,Stigell,1968-11-15,VIC,548.4234434192299
Claudetta,Ricciardiello,1974-04-30,VIC,548.392263402654
Bunny,Leebetter,1966-04-30,QLD,548.3742990761017
Sawyer,Sponton,1956-02-22,NSW,548.289538575769
Brynn,Goodyear,1944-11-10,VIC,548.2430643557137
Emelen,Bidnall,1981-08-05,NSW,548.2297340024492
Bogey,Attew,1992-11-18,QLD,548.2252950110412
Eachelle,Noirel,1974-01-26,NSW,548.1955051813022
Shane,Killen,1956-10-16,NSW,548.1706706448879
Rosmunda,Duxbarry,1996-07-20,QLD,548.1433975241648
Padraig,Snel,1970-11-08,NSW,548.1051443029766
Inglebert,Aspinal,1973-10-13,NSW,548.0812417573088
Bailey,Bereford,1950-09-30,NSW,548.0255365004111
Weidar,Etheridge,1959-07-13,NSW,548.0221645569476
Reinald,Bembrigg,1953-08-21,NSW,547.9817071317647
Berenice,Kaesmakers,1994-10-15,NSW,547.9371590023734
Agnola,Batterson,1980-01-03,QLD,547.9119685401621
Debbi,Dannatt,1958-12-28,QLD,547.8800784682418
Dorian,Emery,1998-08-24,NSW,547.8536024976102
Gothart,Artus,1978-05-31,NSW,547.8076167970951
Tannie,Gambrell,1967-05-25,QLD,547.8059007663695
Dillon,Bannister,1945-12-24,NSW,547.7796280302854
Raye,Roo,1976-03-07,VIC,547.7643904928071
Taber,Szymon,1947-04-22,QLD,547.7592521349363
Lezlie,Clemits,1973-05-30,NSW,547.7456974843725
Rikki,Chaffey,1945-06-11,QLD,547.716791435747
Byrom,Ramas,1993-11-02,NSW,547.6863012017354
Murial,Bulloch,1964-10-01,NSW,547.634850201598
Jacklin,Duchant,1940-03-18,QLD,547.5659507900833
Kenneth,Elleyne,1957-09-03,VIC,547.5609746627096
Romonda,Hallt,1960-05-09,NSW,547.5431101463962
Mabelle,Wellbelove,1958-04-21,NSW,547.4818529712481
Leonid,Dorricott,1993-11-18,NSW,547.4720287204835
Conroy,Rappaport,1965-01-08,NSW,547.4678656207994
Cathleen,Le Teve,1950-11-06,QLD,547.4346913945842
Alvira,Coulman,1955-06-05,NSW,547.3906596327214
Lacy,Drance,1978-02-05,NSW,547.3833599190563
Bryon,Goundry,1951-02-05,QLD,547.3394961212825
Briana,Trill,1944-03-18,NSW,547.3353389863855
Engracia,Dobbs,1959-04-19,NSW,547.3231438335565
Lea,Ilyinski,1997-09-25,NSW,547.3169873807967
Malvin,Ryhorovich,1962-03-03,QLD,547.247691447695
Dena,Pabst,1987-04-20,VIC,547.2453119842444
Alexander,Broadbent,1997-05-28,NSW,547.2168685170165
Lela,Billing,1970-12-17,NSW,547.1940662320364
Nanni,Girodias,1959-01-08,NSW,547.1878736040718
Martino,Scoles,1975-01-19,VIC,547.1795081483132
Dylan,Stranio,1953-04-02,NSW,547.1622501753149
Noami,Cokly,1962-09-17,NSW,547.1621297064584
Griffith,Escot,1946-10-23,QLD,547.1398892024296
Ange,Chitham,1991-02-14,NSW,547.1190358938446
Alta,Pithcock,1999-11-18,NSW,547.0934378766262
Lesley,Garey,1994-03-29,NSW,547.0916944655517
Caitrin,Critten,1973-01-29,QLD,547.0631803769461
Lynnett,Tipper,1993-08-03,VIC,547.0530719468927
Lyndell,Jereatt,1994-11-28,NSW,546.9925922555657
Mel,Rochford,1989-07-23,VIC,546.938789790308
Franklin,Wohler,1938-10-16,NSW,546.9233422712274
Halette,Borsi,1961-12-10,NSW,546.8761690013722
Jammie,Seldner,1975-02-25,NSW,546.7866469459299
Juliann,Siemantel,1947-12-15,VIC,546.765479178154
Barthel,Docket,1985-08-02,QLD,546.755228749591
Blondie,,1995-10-03,NSW,546.7391576662591
Shawna,Hinrichsen,1969-08-27,NSW,546.6828338572031
Egor,Mariette,1980-11-26,VIC,546.6620108369285
Killie,Densie,1997-03-28,NSW,546.6573272314116
Glendon,Malham,1965-08-21,VIC,546.6499224928691
Feodor,Vickers,1989-11-18,NSW,546.5978432018333
Heinrick,Shilstone,1978-02-11,VIC,546.5728789025611
Neile,Argent,1946-10-25,NSW,546.4602697787251
Almira,Mangion,1996-01-24,NSW,546.4184483836063
Gale,Disbrow,1977-05-14,VIC,546.3604053583457
Alleen,Eaken,1938-08-31,NSW,546.3574959529371
Porter,Buckenhill,1954-06-14,QLD,546.3444993108893
Alanna,Lerway,1944-01-05,VIC,546.3181782502978
Rolland,Esmead,1940-07-13,NSW,546.2718141884411
Katy,Crooke,1977-06-30,NSW,546.2542018119673
Loleta,Aberdalgy,1981-02-15,NSW,546.2399750788293
Roberto,Harme,1951-06-11,NSW,546.2335454798662
Kippar,Brimilcome,1938-11-29,NSW,546.2208756013855
Jobie,Runacres,1975-01-08,NSW,546.1978843188846
Jeno,Strafford,1941-07-21,QLD,546.1859584411282
Beatrix,McGivena,1966-10-18,QLD,546.1655452136455
Carola,Philler,1951-04-30,NSW,546.1542702015645
Kahaleel,,1942-11-01,NSW,546.1447013910893
Harriet,Brattan,1986-12-03,VIC,546.1438165055205
Ottilie,Wanless,1940-11-10,NSW,546.1254841797827
Giana,Staresmeare,1976-04-20,NSW,546.0877018658449
Catha,Davitt,1958-04-16,NSW,546.081551231221
Patrice,Pariss,1954-06-15,QLD,546.0811382176764
Toma,Woolforde,1992-03-09,NSW,546.0590378666983
Konstanze,Hovie,1967-01-09,QLD,546.0146984758181
Esther,McOnie,1939-05-26,NSW,546.009615981128
Mavra,Finan,1967-08-23,NSW,546.0041209104484
Herbert,Henryson,1995-10-10,NSW,545.9721564723249
Willard,Booton,1938-09-02,NSW,545.9505020391218
Donaugh,Benedict,1991-12-01,NSW,545.9120097875181
Yardley,Matten,1991-03-06,QLD,545.9052254095568
Augusta,Munns,1951-09-17,NSW,545.8902133658816
Madison,Lars,1967-01-19,QLD,545.8875506623849
Zechariah,McReidy,1978-07-22,QLD,545.8746972850311
Natividad,Balducci,1991-02-07,VIC,545.8731947641176
Michele,Pammenter,1983-06-26,VIC,545.8702532341572
Leese,Huckleby,1977-09-10,VIC,545.8676179977248
Blondell,Dibdall,1967-01-03,VIC,545.837815448906
Shelli,Bartholomaus,1963-05-11,VIC,545.8133413952651
Sindee,Jasik,1942-10-21,QLD,545.7477099040174
Valerie,Pickover,1965-09-08,NSW,545.7168379535976
Rodney,Trethewey,1997-03-17,VIC,545.7148713872571
Davie,Blay,1985-12-19,NSW,545.6696964992292
Kariotta,Naper,1952-04-07,NSW,545.6509675060285
Vinny,Incogna,1953-02-13,NSW,545.6487500241676
Mariquilla,Springthorpe,1939-04-04,NSW,545.6462838735405
Verne,Loalday,1982-03-20,NSW,545.6456132827838
Kissiah,Foat,1975-09-11,NSW,545.6379265854607
Gilbert,O'Fallone,1994-11-07,NSW,545.5750435505673
Shannen,Lewin,1991-06-07,QLD,545.547048714539
Harman,Lynds,1961-05-27,QLD,545.5444118513013
Datha,Fishburn,1990-07-02,VIC,545.5442542408964
Whit,Emloch,1963-08-20,NSW,545.5328098061591
Reynold,Elman,1940-01-18,NSW,545.520915286347
Arty,Strudwick,1964-01-31,NSW,545.5042482139922
Caron,Kezar,1953-08-08,NSW,545.4983682422966
Farra,Matyushkin,1974-01-24,VIC,545.488825509342
Timi,Duny,1953-03-12,NSW,545.4622129752412
Katleen,Arnoult,1976-11-24,NSW,545.4474343008116
Gordon,Rewan,1988-01-07,NSW,545.3921505959091
Karol,Salthouse,1968-07-29,NSW,545.3289204452542
Daisy,Pollen,1993-08-09,VIC,545.3288703782724
Renie,Fiveash,1992-10-10,QLD,545.2941189257145
Wylie,Huntingdon,1966-08-11,NSW,545.2636681530465
Dorothy,Barnardo,1983-02-01,NSW,545.2550611335847
Lauralee,Fudge,1987-09-21,VIC,545.2482929246304
Lyon,Brittan,1972-04-23,VIC,545.2452856490424
Wilfrid,Gertray,1942-08-23,NSW,545.2264288392669
Tiphanie,Blackader,1947-10-08,NSW,545.1616817606282
Dwayne,Doel,1978-01-21,NSW,545.1498908911636
Suzy,Bussens,1973-04-29,QLD,545.1293062768282
Gallagher,Bromell,1956-12-02,QLD,545.1229081809123
Jamison,Cashin,1970-05-19,NSW,545.096410682086
Kort,Disley,1979-02-05,NSW,545.0117672807171
Charlie,Dmych,1950-03-31,NSW,545.0042075736682
Muffin,Grigolon,1979-10-31,NSW,544.973920769349
Adria,Van den Velde,1978-07-10,NSW,544.9687393705902
Stephen,Tittershill,1991-12-21,VIC,544.8783723257915
Maddalena,Angood,1999-07-28,NSW,544.8559886018443
Don,Spratling,1969-01-05,NSW,544.8178530819828
Letizia,Poore,1938-08-30,VIC,544.8171179728922
Wendye,Kleinplatz,1996-05-28,QLD,544.794265621659
Tessa,Heakey,1971-05-31,VIC,544.7926650015528
Tyne,Anshell,1992-04-08,NSW,544.7655020589052
Delinda,Ech,1944-10-21,VIC,544.7614340453101
Harland,Messenger,1974-05-28,VIC,544.6926544735946
Vyky,Pegg,1943-03-15,NSW,544.6624668680892
Jared,Fendlow,1963-08-25,QLD,544.4453235365994
Roseanne,Caruth,1957-05-25,NSW,544.4195042287704
Thaxter,Kingsbury,1950-05-03,NSW,544.3950919939283
Vittorio,Boxen,1965-08-15,NSW,544.3913646267067
Margette,Gibard,1942-07-06,NSW,544.3807405170514
Calhoun,Mussington,1992-10-13,NSW,544.3716321411296
Collete,Dory,1990-01-09,NSW,544.3247695545248
Callean,Wass,1988-12-15,VIC,544.311799043584
Phyllis,Wibberley,1971-01-10,NSW,544.2368249904284
Michal,Bryan,1969-11-09,QLD,544.2338020093359
Brigitte,Whellams,1973-05-09,NSW,544.2269038129549
Becky,Lassen,1973-05-11,NSW,544.1793778117341
Edin,Patinkin,1992-03-26,VIC,544.1075131362946
Dwain,Hatch,1994-11-16,VIC,544.091485187672
Clevey,Aisthorpe,1976-09-20,NSW,544.0835716995986
Nadiya,Balasini,1950-11-05,NSW,544.0459176905317
Riki,Wandtke,1962-05-12,QLD,544.0271185216028
Geoff,Sitford,1965-02-27,NSW,544.0225796844336
Andromache,Bonafacino,1977-09-01,NSW,544.010738029719
Yuma,Dennick,1972-11-10,NSW,543.9903885625769
Mikel,McNess,1981-09-22,QLD,543.9392554048161
Marcelia,Monkleigh,1993-08-22,QLD,543.9297712691623
Darlleen,Shalcras,1980-09-14,NSW,543.8861067581456
Paquito,Atwood,1972-07-30,VIC,543.8306257624215
Justinn,Haruard,1958-08-28,NSW,543.8196095244232
Jamie,Jiruca,1963-06-16,NSW,543.7792701284461
Mandi,Adamsson,1992-04-07,QLD,543.6691175509163
Claude,Bowstead,1997-11-29,NSW,543.6667641444468
Morganica,Bentke,1977-01-03,VIC,543.532592725892
Wilburt,Padden,1994-09-30,NSW,543.5307385444861
Keelby,Sudlow,1988-09-01,VIC,543.5122415709828
Lizette,McKeaveney,1994-04-11,NSW,543.5012468928762
Mair,Erett,1957-12-05,NSW,543.4847860490688
Mandie,MacAdie,1974-12-25,NSW,543.4634757648934
Claudine,Barstowk,1966-07-20,QLD,543.449305594806
Kamila,Parsonage,1954-03-08,QLD,543.4477012068324
Packston,Wackett,1950-04-26,VIC,543.3606577213039
Cissiee,Baylis,1951-07-22,NSW,543.2725429036336
Nobe,Trowsdale,1968-07-12,VIC,543.1174196728504
Matias,Melloi,1977-02-03,NSW,542.9815051692729
Teddy,Lagadu,1969-07-20,NSW,542.8793885064015
Lanny,Currall,1997-10-23,NSW,542.8180909846874
Biddie,Gorce,1988-01-30,NSW,542.7692547019913
Ian,Rabat,1975-08-04,VIC,542.7619836490828
Frederik,Milan,1997-11-13,NSW,542.730564697416
Averil,Ackery,1970-09-09,NSW,542.7267195720488
Sherrie,Godleman,1978-04-02,VIC,542.7199339689276
Emilie,Brody,1979-05-22,NSW,542.7172146725301
Stephani,Sidsaff,1973-09-29,NSW,542.7048663186558
Sumner,Carrivick,1995-04-09,NSW,542.6829847516595
Jedediah,Kedie,1971-12-29,NSW,542.6546806066391
Tobias,Woodhams,1961-04-15,NSW,542.6503918405439
Meridith,Urwin,1997-03-07,NSW,542.6341621274547
Karney,Burstow,1972-07-02,NSW,542.5680106858679
Jaimie,Lancastle,1972-10-23,NSW,542.5593826540102
Penrod,Tomasicchio,1968-05-28,NSW,542.4379027571551
Essie,Withur,1941-02-26,VIC,542.437106423265
Nichols,Devinn,1979-09-29,NSW,542.4041123547202
Elvin,Trayhorn,1993-06-02,NSW,542.3465307174539
Kaylyn,Jakaway,1980-07-30,NSW,542.3144979533249
Vittoria,Whitney,1981-06-03,NSW,542.305612976117
Allyson,Petchell,1970-03-19,NSW,542.2903276883054
Fancie,Woofendell,1966-09-17,QLD,542.2351571523835
Annabell,Downer,1955-11-25,NSW,542.2267615144724
Aridatha,Sephton,1961-10-22,NSW,542.2038602753363
Cariotta,,1974-08-19,NSW,542.1975451829777
Lincoln,Boler,1976-01-24,VIC,542.1279114662083
Carl,Troyes,1973-03-12,VIC,542.1054090150361
Marie-jeanne,Breawood,1953-10-12,NSW,542.0783253350613
Lolly,Prewer,1997-10-23,NSW,542.0363121970863
Barth,Weare,1946-08-22,NSW,541.9848937402058
Meade,Bampton,1982-04-25,NSW,541.9756766745196
Marysa,Rouchy,1999-02-15,NSW,541.9614682415737
Therese,Brotherhood,1981-07-28,NSW,541.9511364292109
Farlie,Brookz,1963-07-31,NSW,541.9495492651051
Manny,Mandy,1977-01-28,QLD,541.9455851889779
Kathe,Oller,1959-08-20,VIC,541.9306957300016
Keely,Bointon,1988-10-16,QLD,541.9257703330802
Brendis,Pineaux,1978-01-15,NSW,541.921105039051
Rutledge,Hallt,1976-10-06,NSW,541.8732598032982
Hanson,Eastes,1990-05-20,VIC,541.7673706539939
Tamas,Swatman,,QLD,541.7570962802831
Cirillo,Frossell,1968-10-14,NSW,541.7533759382053
Maribeth,Stivani,1954-11-13,NSW,541.7476331685758
Aldin,Newsome,1981-07-06,NSW,541.7151940138153
Antonietta,Egle,1973-09-25,VIC,541.6841507254425
Christie,Anders,1969-10-02,NSW,541.6808631227879
Sim,Constantinou,1992-08-09,NSW,541.6625568233529
Lotty,Loach,1961-08-23,NSW,541.6169828678011
Mandie,Jeffryes,1981-02-16,QLD,541.6091195605102
Fabio,Commuzzo,1961-10-02,VIC,541.6083638717145
Sean,O'Loughlin,1961-03-22,NSW,541.6008203939932
Ardis,Taree,1960-04-12,QLD,541.5102744391334
Laurel,Devennie,1976-09-25,QLD,541.4842235087601
Mandie,Feares,1964-04-19,QLD,541.4205546162203
Rowan,Summerly,1974-07-05,NSW,541.3920012314032
Ferdinand,Billie,1965-09-04,NSW,541.3888570103196
Elvira,Kurten,1973-03-18,NSW,541.3660675293298
Augustus,Bourley,1981-08-17,QLD,541.3171063268719
Ethelred,Sissel,1974-12-25,NSW,541.293101035262
Simonette,,1990-04-06,NSW,541.2866870112013
Hasheem,Groucock,1974-09-17,NSW,541.2493154384827
Becka,Hacon,1965-07-03,VIC,541.208505283033
Alexa,Dillet,1944-10-05,NSW,541.1788643733432
Lek,Pimblett,1955-09-29,NSW,541.1771319542995
Daryle,Marginson,1986-06-27,NSW,541.1273417865078
Abbie,Oldman,1983-11-26,NSW,541.090033197447
Maury,Galego,1992-07-27,VIC,541.057040461189
Zach,Hedman,1981-09-11,NSW,541.0228968089946
Nolly,Ivanchikov,1994-02-10,NSW,540.9976531416338
Kermit,Lebond,1980-02-01,QLD,540.9734352606952
Brynna,Tivers,1974-08-09,QLD,540.9155819886399
Andee,Huke,1971-06-28,VIC,540.9049702639298
Hilliard,Dullard,1954-07-18,NSW,540.8660817695734
Bessie,Roscow,1994-08-04,NSW,540.822017454402
Rosalinde,Cubuzzi,1997-09-04,NSW,540.8072006074758
Kirsteni,Gritskov,1998-05-12,NSW,540.7538580308092
Ermentrude,Heindle,1969-08-02,NSW,540.594932984565
Cordie,Brankley,1954-09-21,NSW,540.5882812855698
Giulia,Hazart,1978-08-02,QLD,540.5777189764763
Sula,Thomann,1989-03-17,NSW,540.5448330634811
Opal,Cleare,1977-09-26,NSW,540.4809904564247
Craggie,Dering,1952-10-05,NSW,540.4027316641607
Judie,Pirkis,1995-07-18,NSW,540.3995213797475
Antonin,Britt,1993-08-28,NSW,540.3606648023657
Chico,Dye,1994-02-04,NSW,540.3274967411387
Laurie,Odlin,1983-03-08,VIC,540.2566823069229
Tanya,Kiefer,1992-07-05,NSW,540.1951890109673
Cicily,Hast,1971-04-26,NSW,540.1908827480055
Luci,Dyter,1952-05-30,VIC,540.091808934651
Jim,Haddrell,1955-04-08,NSW,540.0773657934272
Claudine,Dymick,1965-12-13,VIC,540.0571549306417
Rupert,Marrow,1970-08-08,NSW,539.9360401557592
Glenn,Casbourne,1981-08-08,QLD,539.8449672962201
Nicol,Swinford,1976-12-07,QLD,539.8331089052775
Olag,,1990-05-13,NSW,539.7993442689503
Chanda,Mensler,1972-01-14,NSW,539.7809795574171
Rodrique,Vernon,1978-08-06,VIC,539.7805647515102
Jackie,Pays,1955-11-09,NSW,539.7612655388766
Daisi,Tinwell,1971-12-24,NSW,539.7547372450861
Joline,Skipperbottom,1972-06-27,NSW,539.7307394042242
Garwin,Nurden,1958-04-19,VIC,539.7297372064847
Jenelle,Fearnill,1958-01-03,NSW,539.698561769458
Wheeler,Godsil,1993-09-20,NSW,539.6699737404272
Daisy,Spowart,1967-12-18,QLD,539.6292442963596
Seamus,Cains,1989-12-15,NSW,539.5673892280282
Mitchell,MacCague,1979-04-11,VIC,539.5412569339383
Cordi,Thornton,1973-01-04,NSW,539.5393425393942
Elmira,Vasilyev,1951-10-14,NSW,539.4555403150198
Lynnell,Shoesmith,1981-01-29,NSW,539.4518564040445
Colene,Fishleigh,1985-03-14,VIC,539.4307750833387
Yancy,Clementet,1968-02-16,NSW,539.3948347006816
Rafi,Brettelle,1956-08-12,NSW,539.3911996858999
Antoinette,,1980-07-28,VIC,539.3408406359364
Marcellina,Baynton,1947-03-11,VIC,539.2684270146973
Morganica,Ainsbury,1973-01-06,NSW,539.2415006761262
Katharine,Redbourn,1967-09-11,VIC,539.2063369085643
Lavena,Seekings,1995-03-25,VIC,539.1473932771771
Noak,Sleany,1965-05-04,VIC,539.0650678966617
Carr,Hopkynson,1971-10-18,NSW,539.0579468632774
Carolann,Raatz,1979-02-26,VIC,539.0553059380837
Gabrila,Toopin,1963-01-14,NSW,538.995000427938
Tessa,Friese,1976-10-24,QLD,538.899236864047
Candy,,1977-12-08,VIC,538.8283462940417
Ashby,Bispham,1981-10-29,NSW,538.8024733264077
Fayre,Brannigan,1992-10-13,NSW,538.7966785504717
Rowen,Sollas,1960-04-23,QLD,538.7770681745433
Babara,Sissel,1974-06-08,VIC,538.7602035170748
Lisette,Davers,1940-10-26,NSW,538.7385924178556
Kipper,Circuit,1974-12-12,NSW,538.6372859721275
Thorn,Stigers,1972-05-19,QLD,538.5329648891142
Jesse,Alflat,1984-09-01,NSW,538.4114364519272
Sada,Dowyer,1998-11-22,NSW,538.3620613609561
Dukie,Swire,1954-03-31,NSW,538.3120160469883
Patricia,Everix,1978-02-19,NSW,538.2565288871426
Eustacia,Dornan,1985-09-02,VIC,538.2430482375544
Bambi,Cogger,1990-07-12,NSW,538.2380302533222
Morgen,Newport,1960-08-31,VIC,538.2354017846122
Flore,Cashen,1978-06-21,NSW,538.2212805922707
Agnella,Capener,1969-05-21,VIC,538.172771653761
Thaddus,Joder,1957-12-10,NSW,538.0176949676284
Egon,Ortells,1976-06-11,NSW,537.9990162183582
Gaultiero,Fibbens,1980-03-14,NSW,537.6854944622947
Aloysius,Glowacz,1979-03-24,NSW,537.621524575573
Odessa,Mc Andrew,1981-12-01,NSW,537.5641057447292
Francklin,Cross,1981-04-06,NSW,537.5515741361446
Angie,Tansley,1950-11-30,NSW,537.4452213757132
Tillie,Bisseker,1960-08-10,NSW,537.3727274060324
Bartram,Di Lucia,1961-01-03,NSW,537.3719909187566
Hallsy,Voysey,1970-03-11,VIC,537.3639197986386
Sunny,Christescu,1975-03-12,NSW,537.3620682464878
Terrel,Keynd,1961-04-20,QLD,537.3144055156332
Adriena,Giffin,1957-03-17,NSW,537.2108053836228
Kipp,Stockport,1982-12-10,NSW,537.2080677076185
Alexina,Mabley,1975-10-12,NSW,537.1844038207909
Melinda,Hadlee,1965-09-21,NSW,537.1551311408189
Rubia,Evetts,1990-12-21,NSW,537.1266968756457
Sloan,Pudney,1964-11-10,QLD,537.0991664663006
Harvey,Dwelley,1973-08-30,NSW,536.8999134678668
Kinna,Kollasch,1986-11-09,QLD,536.8951942761009
Freddi,Litherborough,1989-01-14,NSW,536.8586156667808
Sonia,Dunstall,1975-07-30,NSW,536.8196407862629
Tristam,Larose,1985-01-29,NSW,536.7791916254279
Mick,Macewan,1967-12-12,NSW,536.765167353815
Celia,Bryden,1943-04-06,NSW,536.757167977295
Ludovico,Juster,1992-04-19,NSW,536.7541060544893
Elbertina,Fendley,1992-03-27,NSW,536.7279165377133
Reinaldos,Simmig,1955-01-15,VIC,536.6723866806852
Clarabelle,Broschek,1963-08-25,QLD,536.5766830969994
Damian,Renard,1976-07-19,NSW,536.5523556142533
Kellina,Haygreen,1966-01-19,NSW,536.3257141692517
Chryste,Oddboy,1988-08-22,NSW,536.2896693551646
Cherye,Stanfield,1981-07-05,NSW,536.2701142957262
Liane,Abelevitz,1976-11-25,VIC,536.2672953404359
Cliff,Philipsson,1967-02-02,VIC,536.175130461859
Gretna,Thredder,1966-01-08,NSW,536.1558282134778
Marilin,Frome,1975-12-22,NSW,536.118068443021
Maurizia,Ritmeyer,1980-04-09,NSW,535.9275015934724
Marylou,Kirkup,1972-10-31,VIC,535.9037079439652
Shepperd,Leonards,1981-04-14,NSW,535.8806928828554
Olia,O' Mullan,1973-03-24,NSW,535.8409719070086
Stearne,Trolley,1982-02-01,NSW,535.8395958952217
Sonny,McCart,1992-08-27,VIC,535.64912318469
Karly,Willavize,1954-08-12,NSW,535.3956006258665
Ilise,Clissold,1987-11-16,NSW,535.3047487232878
Sada,Branton,1974-06-24,VIC,535.1950032511368
Wolf,Craft,1995-07-19,NSW,535.192268760314
Lark,Gonet,1972-01-17,NSW,535.0110295638955
Dolley,Starmont,1977-11-08,QLD,534.9476478725322
Clarine,Piecha,1964-12-07,QLD,534.9114630446437
Esther,Rooson,1981-02-22,NSW,534.8116745393299
David,Napoleon,1961-11-05,NSW,534.8081756948623
Donica,Humby,1967-06-01,NSW,534.79149342747
Irvin,Bevans,1962-07-12,NSW,534.7702013342017
Dorian,Rustman,1974-12-09,QLD,534.7176667295138
Aurie,Rhead,1962-07-28,NSW,534.6712580210002
Gabey,Kennicott,1958-05-14,NSW,534.5912138437322
Lizbeth,Garvan,1996-09-06,NSW,534.5444667718632
Heloise,Fairpool,1976-09-07,QLD,534.4269659361534
Genni,Fanstone,1972-07-29,VIC,534.394618828967
Morly,Genery,1970-03-22,NSW,534.3557420485373
Lucretia,D'Agostini,1978-12-14,VIC,534.336236202011
Menard,Venmore,1978-04-04,NSW,534.29103305797
Ellie,Toope,1973-08-11,NSW,534.2781730817611
Guenna,Filisov,1969-02-09,NSW,534.2545761426428
Nichole,Leisman,1986-08-07,NSW,534.2341303349178
Janaye,Eade,1984-12-13,NSW,534.2127292615808
Bernardine,Delmonti,1971-03-31,NSW,534.13829330449
Adriane,Richardson,1976-03-10,VIC,534.0288540825447
Nowell,Preddy,1985-07-23,NSW,534.0158331389697
Sandor,Stirland,1981-05-26,VIC,534.0124187053451
Ashlen,Willbond,1984-05-15,VIC,533.8672623044858
Carita,Sand,1977-03-20,NSW,533.7761275351588
Davide,Senten,1941-02-23,NSW,533.7286096239221
Dulce,Bradwell,1957-07-03,QLD,533.6721084495276
Peria,Rantoull,1975-03-13,QLD,533.4999621246694
Tanner,Terlinden,1995-12-09,VIC,533.2339299710826
Philbert,Raraty,1956-06-28,NSW,532.9926965544006
Winnifred,Beswetherick,1976-06-08,VIC,532.8980167536319
Winn,Wells,1994-04-12,NSW,532.8552577679504
Omero,McDonand,1952-04-01,NSW,532.7817955012957
Honey,Gosdin,1981-11-29,NSW,532.7220612252354
Bengt,Bilson,1972-11-02,NSW,532.6616349673048
Gardie,Crellim,1975-09-12,VIC,532.6250935586486
Otis,,1971-01-11,NSW,532.5878693323986
Jillane,Simion,1974-07-03,QLD,532.3382703236468
Davidde,Cockroft,1947-04-21,NSW,532.3129294953463
Wyn,Meach,1938-09-10,NSW,532.1049830457662
Dolorita,Strutton,1991-05-21,VIC,532.0002128678142
Maurine,Clee,1980-09-13,NSW,531.9002135155937
Wrennie,Dwelly,1940-03-11,VIC,531.8977762883691
Tamar,Windmill,1939-08-28,NSW,531.659440227957
Gipsy,Ewestace,1956-08-30,NSW,531.5045023578634
Madella,Marquiss,1976-10-08,VIC,531.4620517196909
